locus_tag	ftype	length_bp	gene	EC_number	COG	product
LEFGBFNB_03451	CDS	534				hypothetical protein
LEFGBFNB_03452	CDS	810				hypothetical protein
LEFGBFNB_03453	CDS	1356	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
LEFGBFNB_03454	CDS	384				hypothetical protein
LEFGBFNB_03455	CDS	846	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LEFGBFNB_03456	CDS	2148	rafA	3.2.1.22		Alpha-galactosidase
LEFGBFNB_03457	CDS	840	nagC_2		COG1940	N-acetylglucosamine repressor
LEFGBFNB_03458	CDS	339				hypothetical protein
LEFGBFNB_03459	CDS	1521	obg	3.6.5.-	COG0536	GTPase Obg
LEFGBFNB_03460	CDS	972				hypothetical protein
LEFGBFNB_03461	CDS	492				hypothetical protein
LEFGBFNB_03462	CDS	357				hypothetical protein
LEFGBFNB_03463	CDS	1506	pepA_3	3.4.11.1	COG0260	putative cytosol aminopeptidase
LEFGBFNB_03464	CDS	444				hypothetical protein
LEFGBFNB_03465	CDS	1506	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
LEFGBFNB_03466	CDS	882				hypothetical protein
LEFGBFNB_03467	CDS	858				hypothetical protein
LEFGBFNB_03468	CDS	1230				hypothetical protein
LEFGBFNB_03469	CDS	1083	rbsC_2		COG1172	Ribose import permease protein RbsC
LEFGBFNB_03470	CDS	1107	rbsC_3		COG1172	Ribose import permease protein RbsC
LEFGBFNB_03471	CDS	654	btuD_14	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_03472	CDS	732	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
LEFGBFNB_03473	CDS	1491	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
LEFGBFNB_03474	CDS	906				hypothetical protein
LEFGBFNB_03475	CDS	1389	eis	2.3.1.-	COG4552	N-acetyltransferase Eis
LEFGBFNB_03476	CDS	588				hypothetical protein
LEFGBFNB_03477	CDS	1284	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
LEFGBFNB_03478	CDS	663				hypothetical protein
LEFGBFNB_03479	CDS	672				hypothetical protein
LEFGBFNB_03480	CDS	171				hypothetical protein
LEFGBFNB_03481	CDS	228				hypothetical protein
LEFGBFNB_03482	CDS	996	hmuU_2		COG0609	Hemin transport system permease protein HmuU
LEFGBFNB_03483	CDS	954	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
LEFGBFNB_03484	CDS	429				hypothetical protein
LEFGBFNB_03485	CDS	441	yccU		COG1832	putative protein YccU
LEFGBFNB_03486	CDS	459				hypothetical protein
LEFGBFNB_03487	CDS	915	azoB_2	1.7.-.-		NAD(P)H azoreductase
LEFGBFNB_03488	CDS	423				hypothetical protein
LEFGBFNB_03489	CDS	735				hypothetical protein
LEFGBFNB_03490	CDS	108				hypothetical protein
LEFGBFNB_03491	CDS	1302	hutI	3.5.2.7	COG1228	Imidazolonepropionase
LEFGBFNB_03492	CDS	1011	hutG	3.5.3.8	COG0010	Formimidoylglutamase
LEFGBFNB_03493	CDS	1341	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
LEFGBFNB_03494	CDS	846	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
LEFGBFNB_03495	CDS	231				hypothetical protein
LEFGBFNB_03496	CDS	1704	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
LEFGBFNB_03497	CDS	1050	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_03498	CDS	720	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEFGBFNB_03499	CDS	309				hypothetical protein
LEFGBFNB_03500	CDS	1263	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
LEFGBFNB_03501	tRNA	75				tRNA-Val(gac)
LEFGBFNB_03502	tRNA	72				tRNA-Cys(gca)
LEFGBFNB_03503	tRNA	73				tRNA-Gly(gcc)
LEFGBFNB_03504	tRNA	75				tRNA-Val(gac)
LEFGBFNB_03505	tRNA	72				tRNA-Cys(gca)
LEFGBFNB_03506	tRNA	73				tRNA-Gly(gcc)
LEFGBFNB_03507	CDS	522				hypothetical protein
LEFGBFNB_03508	CDS	942		6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
LEFGBFNB_03509	CDS	1149				hypothetical protein
LEFGBFNB_03510	CDS	381				hypothetical protein
LEFGBFNB_03511	CDS	378				hypothetical protein
LEFGBFNB_03512	CDS	1053	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
LEFGBFNB_03513	CDS	324				hypothetical protein
LEFGBFNB_03514	CDS	1014				hypothetical protein
LEFGBFNB_03515	CDS	843				hypothetical protein
LEFGBFNB_03516	CDS	918	bcrA_3			Bacitracin transport ATP-binding protein BcrA
LEFGBFNB_03517	CDS	471				hypothetical protein
LEFGBFNB_03518	CDS	1476	yqiK		COG2268	Inner membrane protein YqiK
LEFGBFNB_03519	CDS	1512	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
LEFGBFNB_03520	CDS	693				hypothetical protein
LEFGBFNB_03521	CDS	243	cpxA	2.7.13.3		Sensor histidine kinase CpxA
LEFGBFNB_03522	CDS	168				hypothetical protein
LEFGBFNB_03523	CDS	1245				hypothetical protein
LEFGBFNB_03524	CDS	381				hypothetical protein
LEFGBFNB_03525	CDS	600				hypothetical protein
LEFGBFNB_03526	CDS	1167	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LEFGBFNB_03527	CDS	456	aroK_1	2.7.1.71	COG0703	Shikimate kinase
LEFGBFNB_03528	CDS	879				hypothetical protein
LEFGBFNB_03529	CDS	735	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_03530	CDS	411				hypothetical protein
LEFGBFNB_03531	CDS	480				hypothetical protein
LEFGBFNB_03532	CDS	780	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
LEFGBFNB_03533	CDS	963				hypothetical protein
LEFGBFNB_03534	CDS	141				hypothetical protein
LEFGBFNB_03535	CDS	1755		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
LEFGBFNB_03536	CDS	1899	bmrA_1	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
LEFGBFNB_03537	CDS	432	yyaP_4		COG0262	putative protein YyaP
LEFGBFNB_03538	CDS	210				hypothetical protein
LEFGBFNB_03539	CDS	564				hypothetical protein
LEFGBFNB_03540	CDS	774				hypothetical protein
LEFGBFNB_03541	CDS	642	betI_5			HTH-type transcriptional regulator BetI
LEFGBFNB_03542	CDS	519				hypothetical protein
LEFGBFNB_03543	CDS	348				hypothetical protein
LEFGBFNB_03544	CDS	405				hypothetical protein
LEFGBFNB_03545	CDS	279				hypothetical protein
LEFGBFNB_03546	CDS	426				hypothetical protein
LEFGBFNB_03547	CDS	315				hypothetical protein
LEFGBFNB_03548	CDS	1368	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
LEFGBFNB_03549	CDS	1434	yeeO		COG0534	putative FMN/FAD exporter YeeO
LEFGBFNB_03550	CDS	858				hypothetical protein
LEFGBFNB_03551	CDS	816			COG0803	putative periplasmic iron-binding protein
LEFGBFNB_03552	CDS	771	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
LEFGBFNB_03553	CDS	885	mntB			Manganese transport system membrane protein MntB
LEFGBFNB_03554	CDS	150				hypothetical protein
LEFGBFNB_03555	CDS	1155				hypothetical protein
LEFGBFNB_03556	CDS	1890				hypothetical protein
LEFGBFNB_03557	CDS	966				hypothetical protein
LEFGBFNB_03558	CDS	546				hypothetical protein
LEFGBFNB_03559	CDS	519				hypothetical protein
LEFGBFNB_03560	CDS	126				hypothetical protein
LEFGBFNB_03561	CDS	228				hypothetical protein
LEFGBFNB_03562	CDS	717				hypothetical protein
LEFGBFNB_03563	CDS	681				hypothetical protein
LEFGBFNB_03564	CDS	870				hypothetical protein
LEFGBFNB_03565	CDS	975	ccpA_4		COG1609	Catabolite control protein A
LEFGBFNB_03566	CDS	204				hypothetical protein
LEFGBFNB_03567	CDS	237	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LEFGBFNB_03568	CDS	261				hypothetical protein
LEFGBFNB_03569	CDS	1539				hypothetical protein
LEFGBFNB_03570	CDS	177				hypothetical protein
LEFGBFNB_03571	CDS	1026	yerB			Putative lipoprotein YerB
LEFGBFNB_03572	CDS	240				hypothetical protein
LEFGBFNB_03573	CDS	993	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
LEFGBFNB_03574	CDS	912				hypothetical protein
LEFGBFNB_03575	tRNA	81				tRNA-Ala(cgc)
LEFGBFNB_03576	CDS	546				hypothetical protein
LEFGBFNB_03577	CDS	1098				hypothetical protein
LEFGBFNB_03578	CDS	1296	der		COG1160	GTPase Der
LEFGBFNB_03579	CDS	567				hypothetical protein
LEFGBFNB_03580	CDS	258				hypothetical protein
LEFGBFNB_03581	CDS	993	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LEFGBFNB_03582	CDS	1263	yhaP		COG1668	putative protein YhaP
LEFGBFNB_03583	CDS	885				hypothetical protein
LEFGBFNB_03584	CDS	2406				hypothetical protein
LEFGBFNB_03585	CDS	390				hypothetical protein
LEFGBFNB_03586	CDS	1050	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
LEFGBFNB_03587	CDS	1392	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
LEFGBFNB_03588	CDS	471				hypothetical protein
LEFGBFNB_03589	CDS	309				hypothetical protein
LEFGBFNB_03590	CDS	438				hypothetical protein
LEFGBFNB_03591	CDS	990		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
LEFGBFNB_03592	CDS	297				hypothetical protein
LEFGBFNB_03593	CDS	477				hypothetical protein
LEFGBFNB_03594	CDS	234				hypothetical protein
LEFGBFNB_03595	CDS	465				hypothetical protein
LEFGBFNB_03596	CDS	336				hypothetical protein
LEFGBFNB_03597	CDS	627				hypothetical protein
LEFGBFNB_03598	CDS	222				hypothetical protein
LEFGBFNB_03599	CDS	732	helY	3.6.4.-	COG4581	putative helicase HelY
LEFGBFNB_03600	CDS	336				hypothetical protein
LEFGBFNB_03601	CDS	1854				hypothetical protein
LEFGBFNB_03602	CDS	117				hypothetical protein
LEFGBFNB_03603	CDS	372	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
LEFGBFNB_03604	CDS	225				hypothetical protein
LEFGBFNB_03605	CDS	1131	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
LEFGBFNB_03606	CDS	636				hypothetical protein
LEFGBFNB_03607	CDS	573				hypothetical protein
LEFGBFNB_03608	CDS	570				hypothetical protein
LEFGBFNB_03609	CDS	849				hypothetical protein
LEFGBFNB_03610	CDS	1020				hypothetical protein
LEFGBFNB_03611	CDS	1218				hypothetical protein
LEFGBFNB_03612	CDS	318			COG1146	Ferredoxin
LEFGBFNB_03613	CDS	507				hypothetical protein
LEFGBFNB_03614	CDS	294				hypothetical protein
LEFGBFNB_03615	CDS	336				hypothetical protein
LEFGBFNB_03616	CDS	900				hypothetical protein
LEFGBFNB_03617	CDS	1014	gpr_3	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
LEFGBFNB_03618	CDS	2259				hypothetical protein
LEFGBFNB_03619	CDS	1410			COG2256	putative AAA domain-containing protein
LEFGBFNB_03620	CDS	807				hypothetical protein
LEFGBFNB_03621	CDS	627	rpsD			30S ribosomal protein S4
LEFGBFNB_03622	CDS	855	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
LEFGBFNB_03623	CDS	273				hypothetical protein
LEFGBFNB_03624	CDS	825	pat_3	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
LEFGBFNB_03625	CDS	426				hypothetical protein
LEFGBFNB_03626	CDS	462				hypothetical protein
LEFGBFNB_03627	CDS	384				hypothetical protein
LEFGBFNB_03628	CDS	1095				hypothetical protein
LEFGBFNB_03629	CDS	1365	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
LEFGBFNB_03630	CDS	741	lacR_1			Lactose phosphotransferase system repressor
LEFGBFNB_03631	CDS	1011				hypothetical protein
LEFGBFNB_03632	CDS	366				hypothetical protein
LEFGBFNB_03633	CDS	1224				hypothetical protein
LEFGBFNB_03634	CDS	597			COG0477	putative MFS-type transporter
LEFGBFNB_03635	CDS	1239	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
LEFGBFNB_03636	CDS	660	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LEFGBFNB_03637	CDS	834				hypothetical protein
LEFGBFNB_03638	CDS	786	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
LEFGBFNB_03639	CDS	819				putative protein
LEFGBFNB_03640	CDS	678				hypothetical protein
LEFGBFNB_03641	CDS	99				hypothetical protein
LEFGBFNB_03642	CDS	663	yigZ		COG1739	IMPACT family member YigZ
LEFGBFNB_03643	CDS	1437				hypothetical protein
LEFGBFNB_03644	CDS	1536				hypothetical protein
LEFGBFNB_03645	CDS	621	yciO		COG0009	putative protein YciO
LEFGBFNB_03646	CDS	360				hypothetical protein
LEFGBFNB_03647	CDS	390				hypothetical protein
LEFGBFNB_03648	CDS	888	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
LEFGBFNB_03649	CDS	648	aroK_2	2.7.1.71		Shikimate kinase
LEFGBFNB_03650	CDS	489				hypothetical protein
LEFGBFNB_03651	CDS	873	sigJ_2			ECF RNA polymerase sigma factor SigJ
LEFGBFNB_03652	CDS	603				hypothetical protein
LEFGBFNB_03653	CDS	1362				hypothetical protein
LEFGBFNB_03654	CDS	1062	rebG	4.3.3.5		4'-demethylrebeccamycin synthase
LEFGBFNB_03655	CDS	498	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
LEFGBFNB_03656	CDS	933				hypothetical protein
LEFGBFNB_03657	CDS	267				hypothetical protein
LEFGBFNB_03658	CDS	1017	bkdB_2	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
LEFGBFNB_03659	CDS	234				hypothetical protein
LEFGBFNB_03660	CDS	603	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
LEFGBFNB_03661	CDS	1158				hypothetical protein
LEFGBFNB_03662	CDS	372				hypothetical protein
LEFGBFNB_03663	CDS	417				hypothetical protein
LEFGBFNB_03664	CDS	147				hypothetical protein
LEFGBFNB_03665	CDS	1035				hypothetical protein
LEFGBFNB_03666	CDS	186				hypothetical protein
LEFGBFNB_03667	CDS	1014				hypothetical protein
LEFGBFNB_03668	CDS	1785				hypothetical protein
LEFGBFNB_03669	CDS	1683				hypothetical protein
LEFGBFNB_03670	CDS	972	rbn	3.1.-.-	COG1234	Ribonuclease BN
LEFGBFNB_03671	CDS	630				hypothetical protein
LEFGBFNB_03672	CDS	864				hypothetical protein
LEFGBFNB_03673	CDS	684		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
LEFGBFNB_03674	CDS	906	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
LEFGBFNB_03675	CDS	945	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
LEFGBFNB_03676	CDS	990	ppnK	2.7.1.23	COG0061	NAD kinase
LEFGBFNB_03677	CDS	1593	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
LEFGBFNB_03678	CDS	657				hypothetical protein
LEFGBFNB_03679	CDS	1482				hypothetical protein
LEFGBFNB_03680	CDS	204	cspA_2		COG1278	putative cold shock protein A
LEFGBFNB_03681	CDS	300				hypothetical protein
LEFGBFNB_03682	CDS	207				hypothetical protein
LEFGBFNB_03683	CDS	222				hypothetical protein
LEFGBFNB_03684	CDS	486				hypothetical protein
LEFGBFNB_03685	CDS	324				hypothetical protein
LEFGBFNB_03686	CDS	264				hypothetical protein
LEFGBFNB_03687	CDS	234				hypothetical protein
LEFGBFNB_03688	CDS	156				hypothetical protein
LEFGBFNB_03689	CDS	330				hypothetical protein
LEFGBFNB_03690	CDS	252				hypothetical protein
LEFGBFNB_03691	CDS	159				hypothetical protein
LEFGBFNB_03692	CDS	1086	pafB		COG2378	Protein PafB
LEFGBFNB_03693	CDS	1035				hypothetical protein
LEFGBFNB_03694	CDS	2253				hypothetical protein
LEFGBFNB_03695	CDS	516				hypothetical protein
LEFGBFNB_03696	CDS	576				hypothetical protein
LEFGBFNB_03697	CDS	765	nagK	2.7.1.59		N-acetyl-D-glucosamine kinase
LEFGBFNB_03698	CDS	150				hypothetical protein
LEFGBFNB_03699	CDS	1041			COG1253	putative protein
LEFGBFNB_03700	CDS	1377	rnr	3.1.13.1	COG0557	Ribonuclease R
LEFGBFNB_03701	CDS	537	ermD	2.1.1.-		rRNA adenine N-6-methyltransferase
LEFGBFNB_03702	CDS	372				hypothetical protein
LEFGBFNB_03703	CDS	453				hypothetical protein
LEFGBFNB_03704	CDS	282				hypothetical protein
LEFGBFNB_03705	CDS	864	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
LEFGBFNB_03706	CDS	594	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LEFGBFNB_03707	CDS	594	betI_6			HTH-type transcriptional regulator BetI
LEFGBFNB_03708	CDS	1713		3.2.1.-	COG1554	putative glycosyl hydrolase
LEFGBFNB_03709	CDS	273				hypothetical protein
LEFGBFNB_03710	CDS	1161				hypothetical protein
LEFGBFNB_03711	CDS	171				hypothetical protein
LEFGBFNB_03712	CDS	312				hypothetical protein
LEFGBFNB_03713	CDS	1497	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
LEFGBFNB_03714	CDS	1005	xylB	2.7.1.17		Xylulose kinase
LEFGBFNB_03715	CDS	1131				hypothetical protein
LEFGBFNB_03716	CDS	654				hypothetical protein
LEFGBFNB_03717	CDS	1911	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
LEFGBFNB_03718	CDS	1227	ydcO		COG3135	Inner membrane protein YdcO
LEFGBFNB_03719	CDS	573	sutR		COG1396	HTH-type transcriptional regulator SutR
LEFGBFNB_03720	CDS	1269				hypothetical protein
LEFGBFNB_03721	CDS	1077		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
LEFGBFNB_03722	CDS	681	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
LEFGBFNB_03723	CDS	1614	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
LEFGBFNB_03724	CDS	1143	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
LEFGBFNB_03725	CDS	207				hypothetical protein
LEFGBFNB_03726	CDS	1023				hypothetical protein
LEFGBFNB_03727	CDS	456				hypothetical protein
LEFGBFNB_03728	CDS	468				hypothetical protein
LEFGBFNB_03729	CDS	297				hypothetical protein
LEFGBFNB_03730	CDS	2199				hypothetical protein
LEFGBFNB_03731	CDS	975				hypothetical protein
LEFGBFNB_03732	CDS	258				hypothetical protein
LEFGBFNB_03733	CDS	282				hypothetical protein
LEFGBFNB_03734	CDS	978		1.3.1.103		2-haloacrylate reductase
LEFGBFNB_03735	CDS	240				hypothetical protein
LEFGBFNB_03736	CDS	249				hypothetical protein
LEFGBFNB_03737	CDS	528		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
LEFGBFNB_03738	CDS	633				hypothetical protein
LEFGBFNB_03739	CDS	771				hypothetical protein
LEFGBFNB_03740	CDS	267				hypothetical protein
LEFGBFNB_03741	CDS	333				hypothetical protein
LEFGBFNB_03742	CDS	465				hypothetical protein
LEFGBFNB_03743	CDS	183				hypothetical protein
LEFGBFNB_03744	CDS	480				hypothetical protein
LEFGBFNB_03745	CDS	618				hypothetical protein
LEFGBFNB_03746	CDS	696				hypothetical protein
LEFGBFNB_03747	CDS	405				hypothetical protein
LEFGBFNB_03748	CDS	627				hypothetical protein
LEFGBFNB_03749	CDS	912	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
LEFGBFNB_03750	CDS	558				hypothetical protein
LEFGBFNB_03751	CDS	1362	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
LEFGBFNB_03752	CDS	1857	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
LEFGBFNB_03753	CDS	1017				hypothetical protein
LEFGBFNB_03754	CDS	312				hypothetical protein
LEFGBFNB_03755	CDS	396				hypothetical protein
LEFGBFNB_03756	CDS	2619				hypothetical protein
LEFGBFNB_03757	CDS	435				hypothetical protein
LEFGBFNB_03758	CDS	483	greA		COG0782	Transcription elongation factor GreA
LEFGBFNB_03759	CDS	843	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
LEFGBFNB_03760	CDS	633				hypothetical protein
LEFGBFNB_03761	CDS	216				hypothetical protein
LEFGBFNB_03762	CDS	1257	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
LEFGBFNB_03763	CDS	2004	kimA		COG0531	Potassium transporter KimA
LEFGBFNB_03764	CDS	654				hypothetical protein
LEFGBFNB_03765	CDS	477				hypothetical protein
LEFGBFNB_03766	CDS	705				hypothetical protein
LEFGBFNB_03767	CDS	594				hypothetical protein
LEFGBFNB_03768	CDS	921				hypothetical protein
LEFGBFNB_03769	CDS	669	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
LEFGBFNB_03770	CDS	1662	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
LEFGBFNB_03771	CDS	1500				hypothetical protein
LEFGBFNB_03772	CDS	1017	ldh2	1.1.1.27	COG0039	L-lactate dehydrogenase 2
LEFGBFNB_03773	CDS	1545	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
LEFGBFNB_03774	CDS	759	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LEFGBFNB_03775	CDS	783	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LEFGBFNB_03776	CDS	501				hypothetical protein
LEFGBFNB_03777	CDS	1056				hypothetical protein
LEFGBFNB_03778	CDS	786	sgcD	2.6.1.86		2-amino-4-deoxychorismate synthase
LEFGBFNB_03779	CDS	921	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LEFGBFNB_03780	tRNA	74				tRNA-Val(cac)
LEFGBFNB_03781	CDS	1164				hypothetical protein
LEFGBFNB_03782	CDS	465				hypothetical protein
LEFGBFNB_03783	CDS	870	araB	3.1.1.15		L-arabinolactonase
LEFGBFNB_03784	CDS	222				hypothetical protein
LEFGBFNB_03785	CDS	321				hypothetical protein
LEFGBFNB_03786	CDS	687	liaR_9		COG2197	Transcriptional regulatory protein LiaR
LEFGBFNB_03787	CDS	345				hypothetical protein
LEFGBFNB_03788	CDS	774				hypothetical protein
LEFGBFNB_03789	CDS	678		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
LEFGBFNB_03790	CDS	762				hypothetical protein
LEFGBFNB_03791	CDS	348				hypothetical protein
LEFGBFNB_03792	tRNA	73				tRNA-Gln(ttg)
LEFGBFNB_03793	CDS	645				hypothetical protein
LEFGBFNB_03794	CDS	660	betI_7			HTH-type transcriptional regulator BetI
LEFGBFNB_03795	CDS	684	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
LEFGBFNB_03796	CDS	651			COG5473	putative protein
LEFGBFNB_03797	CDS	861				hypothetical protein
LEFGBFNB_03798	CDS	1446	jefA			Drug efflux pump JefA
LEFGBFNB_03799	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
LEFGBFNB_03800	CDS	1125	dnaJ2		COG0484	Chaperone protein DnaJ 2
LEFGBFNB_03801	CDS	873				hypothetical protein
LEFGBFNB_03802	CDS	861				putative protein/MSMEI_1241
LEFGBFNB_03803	CDS	774				hypothetical protein
LEFGBFNB_03804	CDS	1119				hypothetical protein
LEFGBFNB_03805	CDS	243				hypothetical protein
LEFGBFNB_03806	CDS	405		1.3.98.-		F420H(2)-dependent biliverdin reductase
LEFGBFNB_03807	CDS	627	gph_2	3.1.3.18		Phosphoglycolate phosphatase
LEFGBFNB_03808	CDS	225				hypothetical protein
LEFGBFNB_03809	CDS	348				hypothetical protein
LEFGBFNB_03810	CDS	357				hypothetical protein
LEFGBFNB_03811	CDS	720				hypothetical protein
LEFGBFNB_03812	CDS	978				hypothetical protein
LEFGBFNB_03813	CDS	375				hypothetical protein
LEFGBFNB_03814	CDS	750				hypothetical protein
LEFGBFNB_03815	CDS	477	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
LEFGBFNB_03816	CDS	519				hypothetical protein
LEFGBFNB_03817	CDS	624				hypothetical protein
LEFGBFNB_03818	CDS	681	panC	6.3.2.1	COG0414	Pantothenate synthetase
LEFGBFNB_03819	CDS	558	panD	4.1.1.11		Aspartate 1-decarboxylase
LEFGBFNB_03820	CDS	1056				hypothetical protein
LEFGBFNB_03821	CDS	486				hypothetical protein
LEFGBFNB_03822	CDS	198				hypothetical protein
LEFGBFNB_03823	CDS	300				hypothetical protein
LEFGBFNB_03824	CDS	606	desR		COG2197	Transcriptional regulatory protein DesR
LEFGBFNB_03825	CDS	432	prmC_3	2.1.1.297		Release factor glutamine methyltransferase
LEFGBFNB_03826	CDS	696	udk	2.7.1.48		Uridine kinase
LEFGBFNB_03827	CDS	477	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LEFGBFNB_03828	CDS	912		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
LEFGBFNB_03829	CDS	156				hypothetical protein
LEFGBFNB_03830	CDS	1173				hypothetical protein
LEFGBFNB_03831	CDS	957	fmt_2	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
LEFGBFNB_03832	CDS	657	gph_3	3.1.3.18		Phosphoglycolate phosphatase
LEFGBFNB_03833	CDS	138				hypothetical protein
LEFGBFNB_03834	CDS	345				hypothetical protein
LEFGBFNB_03835	CDS	1008	fgd1_2	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
LEFGBFNB_03836	CDS	1704	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
LEFGBFNB_03837	CDS	1203				hypothetical protein
LEFGBFNB_03838	CDS	375				hypothetical protein
LEFGBFNB_03839	CDS	198				hypothetical protein
LEFGBFNB_03840	CDS	834				hypothetical protein
LEFGBFNB_03841	CDS	1314	xyoA	1.1.3.41	COG0277	putative xylitol oxidase
LEFGBFNB_03842	CDS	1599				hypothetical protein
LEFGBFNB_03843	CDS	168				hypothetical protein
LEFGBFNB_03844	CDS	1449				hypothetical protein
LEFGBFNB_03845	CDS	570				hypothetical protein
LEFGBFNB_03846	CDS	816	glnQ_2			Glutamine transport ATP-binding protein GlnQ
LEFGBFNB_03847	CDS	960				hypothetical protein
LEFGBFNB_03848	CDS	888	tcyA		COG0834	L-cystine-binding protein TcyA
LEFGBFNB_03849	CDS	861	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
LEFGBFNB_03850	CDS	396				hypothetical protein
LEFGBFNB_03851	CDS	648				hypothetical protein
LEFGBFNB_03852	CDS	1596				hypothetical protein
LEFGBFNB_03853	CDS	486				hypothetical protein
