locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMJEAKI_03829	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
OAMJEAKI_03830	CDS	3057			COG0247	putative protein
OAMJEAKI_03831	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
OAMJEAKI_03832	CDS	360				hypothetical protein
OAMJEAKI_03833	CDS	1212	ydiM			Inner membrane transport protein YdiM
OAMJEAKI_03834	CDS	1236	ydiN			Inner membrane transport protein YdiN
OAMJEAKI_03835	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
OAMJEAKI_03836	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
OAMJEAKI_03837	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
OAMJEAKI_03838	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
OAMJEAKI_03839	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
OAMJEAKI_03840	CDS	765	fixA_1		COG2086	Protein FixA
OAMJEAKI_03841	CDS	936	fixB_1		COG2025	Protein FixB
OAMJEAKI_03842	CDS	1287	dadA_2	1.4.99.-		D-amino acid dehydrogenase
OAMJEAKI_03843	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
OAMJEAKI_03844	CDS	1641	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
OAMJEAKI_03845	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
OAMJEAKI_03846	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
OAMJEAKI_03847	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
OAMJEAKI_03848	CDS	192	ydiE		COG4256	putative protein YdiE
OAMJEAKI_03849	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
OAMJEAKI_03850	CDS	711	ydiV_2		COG2200	Anti-FlhC(2)FlhD(4) factor YdiV
OAMJEAKI_03851	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
OAMJEAKI_03852	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
OAMJEAKI_03853	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
OAMJEAKI_03854	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
OAMJEAKI_03855	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
OAMJEAKI_03856	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OAMJEAKI_03857	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OAMJEAKI_03858	CDS	357	rplT		COG0292	50S ribosomal protein L20
OAMJEAKI_03859	CDS	198	rpmI		COG0291	50S ribosomal protein L35
OAMJEAKI_03860	CDS	435	infC		COG0290	Translation initiation factor IF-3
OAMJEAKI_03861	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
OAMJEAKI_03862	CDS	129				hypothetical protein
OAMJEAKI_03863	CDS	1224				hypothetical protein
OAMJEAKI_03864	CDS	855	nucA	3.1.30.2		Nuclease
OAMJEAKI_03865	CDS	315				hypothetical protein
OAMJEAKI_03866	CDS	960				hypothetical protein
OAMJEAKI_03867	CDS	759				hypothetical protein
OAMJEAKI_03868	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
OAMJEAKI_03869	CDS	291				hypothetical protein
OAMJEAKI_03870	CDS	861		2.7.1.-		putative ketoamine kinase
OAMJEAKI_03871	CDS	537				hypothetical protein
OAMJEAKI_03872	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
OAMJEAKI_03873	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
OAMJEAKI_03874	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
OAMJEAKI_03875	CDS	243	cedA			Cell division activator CedA
OAMJEAKI_03876	CDS	567	katE_1	1.11.1.6	COG0753	Catalase HPII
OAMJEAKI_03877	CDS	1611	katE_2	1.11.1.6	COG0753	Catalase HPII
OAMJEAKI_03878	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
OAMJEAKI_03879	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
OAMJEAKI_03880	CDS	840	chbR			HTH-type transcriptional regulator ChbR
OAMJEAKI_03881	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
OAMJEAKI_03882	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
OAMJEAKI_03883	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
OAMJEAKI_03884	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
OAMJEAKI_03885	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
OAMJEAKI_03886	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
OAMJEAKI_03887	CDS	486	spy		COG3678	Periplasmic chaperone Spy
OAMJEAKI_03888	CDS	216				hypothetical protein
OAMJEAKI_03889	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
OAMJEAKI_03890	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
OAMJEAKI_03891	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
OAMJEAKI_03892	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
OAMJEAKI_03893	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
OAMJEAKI_03894	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
OAMJEAKI_03895	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
OAMJEAKI_03896	CDS	276				hypothetical protein
OAMJEAKI_03897	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
OAMJEAKI_03898	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
OAMJEAKI_03899	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
OAMJEAKI_03900	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
OAMJEAKI_03901	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
OAMJEAKI_03902	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
OAMJEAKI_03903	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
OAMJEAKI_03904	CDS	279				hypothetical protein
OAMJEAKI_03905	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
OAMJEAKI_03906	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
OAMJEAKI_03907	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
OAMJEAKI_03908	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
OAMJEAKI_03909	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OAMJEAKI_03910	CDS	747	mipA		COG3713	MltA-interacting protein
OAMJEAKI_03911	CDS	363				hypothetical protein
OAMJEAKI_03912	CDS	1557				hypothetical protein
OAMJEAKI_03913	CDS	1287				hypothetical protein
OAMJEAKI_03914	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
OAMJEAKI_03915	CDS	528				hypothetical protein
OAMJEAKI_03916	CDS	108				hypothetical protein
OAMJEAKI_03917	CDS	447				hypothetical protein
OAMJEAKI_03918	CDS	795	nimR			HTH-type transcriptional regulator NimR
OAMJEAKI_03919	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
OAMJEAKI_03920	CDS	348				hypothetical protein
OAMJEAKI_03921	CDS	312				hypothetical protein
OAMJEAKI_03922	CDS	252				hypothetical protein
OAMJEAKI_03923	CDS	249				hypothetical protein
OAMJEAKI_03924	CDS	642				hypothetical protein
OAMJEAKI_03925	CDS	183	yoaG			Protein YoaG
OAMJEAKI_03926	CDS	363	yeaR_2		COG3615	putative protein YeaR
OAMJEAKI_03927	CDS	639	leuE		COG1280	Leucine efflux protein
OAMJEAKI_03928	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
OAMJEAKI_03929	CDS	249				hypothetical protein
OAMJEAKI_03930	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
OAMJEAKI_03931	CDS	594				hypothetical protein
OAMJEAKI_03932	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
OAMJEAKI_03933	CDS	651	zinT		COG3443	Metal-binding protein ZinT
OAMJEAKI_03934	tRNA	77				tRNA-Arg(tct)
OAMJEAKI_03935	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
OAMJEAKI_03936	CDS	1134				hypothetical protein
OAMJEAKI_03937	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
OAMJEAKI_03938	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OAMJEAKI_03939	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
OAMJEAKI_03940	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
OAMJEAKI_03941	CDS	1587				hypothetical protein
OAMJEAKI_03942	CDS	315				hypothetical protein
OAMJEAKI_03943	CDS	531	yodB		COG3038	Cytochrome b561 
OAMJEAKI_03944	CDS	1044				hypothetical protein
OAMJEAKI_03945	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
OAMJEAKI_03946	CDS	174				hypothetical protein
OAMJEAKI_03947	CDS	345				hypothetical protein
OAMJEAKI_03948	tRNA	77				tRNA-Arg(cct)
OAMJEAKI_03949	CDS	558	ail_3		COG3637	Attachment invasion locus protein
OAMJEAKI_03950	CDS	264				hypothetical protein
OAMJEAKI_03951	CDS	522				hypothetical protein
OAMJEAKI_03952	CDS	240				hypothetical protein
OAMJEAKI_03953	CDS	789				hypothetical protein
OAMJEAKI_03954	CDS	225				hypothetical protein
OAMJEAKI_03955	CDS	219				hypothetical protein
OAMJEAKI_03956	CDS	885				hypothetical protein
OAMJEAKI_03957	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OAMJEAKI_03958	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
OAMJEAKI_03959	CDS	330				hypothetical protein
OAMJEAKI_03960	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
OAMJEAKI_03961	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
OAMJEAKI_03962	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
OAMJEAKI_03963	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OAMJEAKI_03964	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
OAMJEAKI_03965	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
OAMJEAKI_03966	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
OAMJEAKI_03967	CDS	1290				hypothetical protein
OAMJEAKI_03968	CDS	555	yrdA		COG0663	Protein YrdA
OAMJEAKI_03969	CDS	258				hypothetical protein
OAMJEAKI_03970	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OAMJEAKI_03971	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
OAMJEAKI_03972	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
OAMJEAKI_03973	CDS	474	smg			Protein Smg
OAMJEAKI_03974	CDS	1125				hypothetical protein
OAMJEAKI_03975	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
OAMJEAKI_03976	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
OAMJEAKI_03977	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
OAMJEAKI_03978	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
OAMJEAKI_03979	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
OAMJEAKI_03980	CDS	270				hypothetical protein
OAMJEAKI_03981	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
OAMJEAKI_03982	CDS	369				hypothetical protein
OAMJEAKI_03983	CDS	384	rplQ		COG0203	50S ribosomal protein L17
OAMJEAKI_03984	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OAMJEAKI_03985	CDS	621	rpsD		COG0522	30S ribosomal protein S4
OAMJEAKI_03986	CDS	381				hypothetical protein
OAMJEAKI_03987	CDS	357	rpsM		COG0099	30S ribosomal protein S13
OAMJEAKI_03988	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
OAMJEAKI_03989	CDS	1332	secY		COG0201	Protein translocase subunit SecY
OAMJEAKI_03990	CDS	435	rplO		COG0200	50S ribosomal protein L15
OAMJEAKI_03991	CDS	180	rpmD		COG1841	50S ribosomal protein L30
OAMJEAKI_03992	CDS	504	rpsE		COG0098	30S ribosomal protein S5
OAMJEAKI_03993	CDS	354	rplR		COG0256	50S ribosomal protein L18
OAMJEAKI_03994	CDS	534	rplF		COG0097	50S ribosomal protein L6
OAMJEAKI_03995	CDS	393	rpsH		COG0096	30S ribosomal protein S8
OAMJEAKI_03996	CDS	306	rpsN		COG0199	30S ribosomal protein S14
OAMJEAKI_03997	CDS	540	rplE		COG0094	50S ribosomal protein L5
OAMJEAKI_03998	CDS	315	rplX		COG0198	50S ribosomal protein L24
OAMJEAKI_03999	CDS	372	rplN		COG0093	50S ribosomal protein L14
OAMJEAKI_04000	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
OAMJEAKI_04001	CDS	192	rpmC		COG0255	50S ribosomal protein L29
OAMJEAKI_04002	CDS	411	rplP		COG0197	50S ribosomal protein L16
OAMJEAKI_04003	CDS	702	rpsC		COG0092	30S ribosomal protein S3
OAMJEAKI_04004	CDS	333	rplV		COG0091	50S ribosomal protein L22
OAMJEAKI_04005	CDS	279	rpsS		COG0185	30S ribosomal protein S19
OAMJEAKI_04006	CDS	822	rplB		COG0090	50S ribosomal protein L2
OAMJEAKI_04007	CDS	303	rplW		COG0089	50S ribosomal protein L23
OAMJEAKI_04008	CDS	606	rplD		COG0088	50S ribosomal protein L4
OAMJEAKI_04009	CDS	630	rplC		COG0087	50S ribosomal protein L3
OAMJEAKI_04010	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
OAMJEAKI_04011	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
OAMJEAKI_04012	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
OAMJEAKI_04013	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
OAMJEAKI_04014	CDS	891	tuf1_2			Elongation factor Tu 1
OAMJEAKI_04015	rRNA	451				16S ribosomal RNA (partial)
OAMJEAKI_04016	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
OAMJEAKI_04017	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OAMJEAKI_04018	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
OAMJEAKI_04019	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
OAMJEAKI_04020	CDS	405	rcsF			Outer membrane lipoprotein RcsF
OAMJEAKI_04021	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
OAMJEAKI_04022	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OAMJEAKI_04023	CDS	702	nlpE		COG3015	Lipoprotein NlpE
OAMJEAKI_04024	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
OAMJEAKI_04025	CDS	546	yaeQ		COG4681	putative protein YaeQ
OAMJEAKI_04026	CDS	201				hypothetical protein
OAMJEAKI_04027	CDS	261	rof		COG4568	Protein rof
OAMJEAKI_04028	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
OAMJEAKI_04029	CDS	390				hypothetical protein
OAMJEAKI_04030	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
OAMJEAKI_04031	CDS	1764				hypothetical protein
OAMJEAKI_04032	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OAMJEAKI_04033	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OAMJEAKI_04034	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OAMJEAKI_04035	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OAMJEAKI_04036	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OAMJEAKI_04037	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OAMJEAKI_04038	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
OAMJEAKI_04039	CDS	486	skp		COG2825	Chaperone protein Skp
OAMJEAKI_04040	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
OAMJEAKI_04041	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
OAMJEAKI_04042	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
OAMJEAKI_04043	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
OAMJEAKI_04044	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OAMJEAKI_04045	CDS	558	frr		COG0233	Ribosome-recycling factor
OAMJEAKI_04046	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
OAMJEAKI_04047	CDS	924	tsf		COG0264	Elongation factor Ts
OAMJEAKI_04048	CDS	726	rpsB		COG0052	30S ribosomal protein S2
OAMJEAKI_04049	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
OAMJEAKI_04050	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
OAMJEAKI_04051	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OAMJEAKI_04052	CDS	1302	abaF			Fosfomycin resistance protein AbaF
OAMJEAKI_04053	CDS	387				hypothetical protein
OAMJEAKI_04054	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
OAMJEAKI_04055	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
OAMJEAKI_04056	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
OAMJEAKI_04057	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OAMJEAKI_04058	CDS	801	btuF		COG0614	Vitamin B12-binding protein
OAMJEAKI_04059	CDS	624				hypothetical protein
OAMJEAKI_04060	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
OAMJEAKI_04061	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
OAMJEAKI_04062	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OAMJEAKI_04063	CDS	840	yfcO			putative protein YfcO
OAMJEAKI_04064	CDS	531	yfcP			putative fimbrial-like protein YfcP
OAMJEAKI_04065	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
OAMJEAKI_04066	CDS	513	yfcR			putative fimbrial-like protein YfcR
OAMJEAKI_04067	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
OAMJEAKI_04068	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
OAMJEAKI_04069	CDS	561	smfA			Fimbria A protein
OAMJEAKI_04070	CDS	207				hypothetical protein
OAMJEAKI_04071	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
OAMJEAKI_04072	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
OAMJEAKI_04073	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
OAMJEAKI_04074	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
OAMJEAKI_04075	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
OAMJEAKI_04076	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OAMJEAKI_04077	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
OAMJEAKI_04078	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
OAMJEAKI_04079	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
OAMJEAKI_04080	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
OAMJEAKI_04081	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
OAMJEAKI_04082	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OAMJEAKI_04083	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
OAMJEAKI_04084	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
OAMJEAKI_04085	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
OAMJEAKI_04086	CDS	1230				hypothetical protein
OAMJEAKI_04087	CDS	441				hypothetical protein
OAMJEAKI_04088	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
OAMJEAKI_04089	CDS	684	fimC_2			Chaperone protein FimC
OAMJEAKI_04090	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
OAMJEAKI_04091	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
OAMJEAKI_04092	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
OAMJEAKI_04093	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
OAMJEAKI_04094	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
OAMJEAKI_04095	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OAMJEAKI_04096	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
OAMJEAKI_04097	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
OAMJEAKI_04098	CDS	387				hypothetical protein
OAMJEAKI_04099	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
OAMJEAKI_04100	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
OAMJEAKI_04101	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
OAMJEAKI_04102	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
OAMJEAKI_04103	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
OAMJEAKI_04104	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
OAMJEAKI_04105	CDS	363				hypothetical protein
OAMJEAKI_04106	CDS	843				hypothetical protein
OAMJEAKI_04107	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OAMJEAKI_04108	CDS	858				hypothetical protein
OAMJEAKI_04109	CDS	774				hypothetical protein
OAMJEAKI_04110	CDS	792				hypothetical protein
OAMJEAKI_04111	CDS	285				hypothetical protein
OAMJEAKI_04112	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
OAMJEAKI_04113	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OAMJEAKI_04114	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
OAMJEAKI_04115	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
OAMJEAKI_04116	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
OAMJEAKI_04117	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
OAMJEAKI_04118	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
OAMJEAKI_04119	CDS	855	ampE		COG3725	Protein AmpE
OAMJEAKI_04120	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
OAMJEAKI_04121	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
OAMJEAKI_04122	CDS	438				hypothetical protein
OAMJEAKI_04123	CDS	1386	epsE		COG2804	Type II secretion system protein E
OAMJEAKI_04124	CDS	1203	epsF		COG1459	Type II secretion system protein F
OAMJEAKI_04125	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
OAMJEAKI_04126	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OAMJEAKI_04127	CDS	744	zapD		COG4582	Cell division protein ZapD
OAMJEAKI_04128	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
OAMJEAKI_04129	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
OAMJEAKI_04130	CDS	2706	secA		COG0653	Protein translocase subunit SecA
OAMJEAKI_04131	CDS	498	secM			Secretion monitor
OAMJEAKI_04132	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OAMJEAKI_04133	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
OAMJEAKI_04134	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
OAMJEAKI_04135	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
OAMJEAKI_04136	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
OAMJEAKI_04137	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
OAMJEAKI_04138	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OAMJEAKI_04139	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OAMJEAKI_04140	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
OAMJEAKI_04141	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OAMJEAKI_04142	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OAMJEAKI_04143	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OAMJEAKI_04144	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
OAMJEAKI_04145	CDS	366	ftsL		COG3116	Cell division protein FtsL
